id,log_feature,volume
10085,feature 312,5
10085,feature 234,5
10085,feature 229,5
10085,feature 232,5
12321,feature 229,5
12321,feature 232,5
12321,feature 309,5
12321,feature 234,5
12321,feature 314,5
12321,feature 312,5
15307,feature 229,5
15307,feature 309,5
15307,feature 312,5
15307,feature 234,5
15307,feature 314,5
15307,feature 232,5
16891,feature 314,5
16891,feature 229,5
16891,feature 234,5
16891,feature 312,5
16891,feature 309,5
16891,feature 232,5
4145,feature 232,5
4145,feature 314,6
4145,feature 134,1
4145,feature 221,1
4145,feature 309,5
4145,feature 229,5
4145,feature 301,1
4145,feature 312,5
4145,feature 234,6
4145,feature 219,1
17292,feature 309,5
17292,feature 232,5
17292,feature 312,5
17292,feature 229,5
17292,feature 314,5
17292,feature 234,5
16688,feature 314,5
16688,feature 229,5
16688,feature 234,5
16688,feature 232,5
16688,feature 312,5
16688,feature 309,5
3036,feature 314,5
3036,feature 232,5
3036,feature 312,5
3036,feature 229,5
3036,feature 309,5
3036,feature 234,5
8576,feature 229,5
8576,feature 312,5
8576,feature 309,5
8576,feature 234,5
8576,feature 232,5
8576,feature 314,5
4125,feature 234,5
4125,feature 314,5
4125,feature 229,5
4125,feature 312,5
4125,feature 309,5
4125,feature 232,5
16821,feature 314,1
16821,feature 229,1
16821,feature 309,1
16821,feature 234,1
2128,feature 232,5
2128,feature 314,6
2128,feature 312,5
2128,feature 229,5
2128,feature 234,6
2128,feature 309,5
15705,feature 309,4
15705,feature 229,4
15705,feature 232,4
15705,feature 314,5
15705,feature 234,5
15705,feature 312,4
5842,feature 312,4
5842,feature 314,5
5842,feature 234,5
5842,feature 229,4
5842,feature 309,4
5842,feature 232,4
18027,feature 314,4
18027,feature 234,4
18027,feature 232,4
18027,feature 309,3
18027,feature 229,3
18027,feature 312,4
15758,feature 234,4
15758,feature 232,4
15758,feature 229,3
15758,feature 314,4
15758,feature 309,3
15758,feature 312,4
17171,feature 312,1
17171,feature 234,1
17171,feature 232,1
17171,feature 314,1
15205,feature 309,2
15205,feature 229,2
15205,feature 234,3
15205,feature 232,3
15205,feature 314,3
15205,feature 312,3
9526,feature 309,4
9526,feature 229,4
9526,feature 312,4
9526,feature 234,4
9526,feature 232,4
9526,feature 314,4
14436,feature 312,5
14436,feature 227,1
14436,feature 234,5
14436,feature 307,1
14436,feature 229,4
14436,feature 232,5
14436,feature 314,5
14436,feature 309,4
15600,feature 232,5
15600,feature 234,5
15600,feature 312,5
15600,feature 314,5
15600,feature 229,4
15600,feature 309,4
277,feature 312,1
277,feature 309,2
277,feature 314,1
277,feature 234,1
277,feature 229,1
6038,feature 234,5
6038,feature 312,5
6038,feature 232,5
6038,feature 314,5
6038,feature 229,4
6038,feature 309,4
10399,feature 232,5
10399,feature 229,5
10399,feature 312,5
10399,feature 309,5
10399,feature 314,4
10399,feature 234,5
4667,feature 229,5
4667,feature 234,5
4667,feature 309,5
4667,feature 314,5
4667,feature 312,5
4667,feature 232,5
5234,feature 314,4
5234,feature 312,5
5234,feature 309,5
5234,feature 229,5
5234,feature 234,4
5234,feature 232,5
7262,feature 312,5
7262,feature 309,4
7262,feature 314,4
7262,feature 229,4
7262,feature 234,4
7262,feature 232,5
7262,feature 311,1
15885,feature 232,2
15885,feature 312,2
15885,feature 229,2
15885,feature 314,1
15885,feature 234,1
15885,feature 309,2
10301,feature 312,5
10301,feature 309,5
10301,feature 314,4
10301,feature 229,5
10301,feature 232,5
10301,feature 234,5
15282,feature 229,5
15282,feature 314,5
15282,feature 309,5
15282,feature 312,5
15282,feature 234,5
15282,feature 232,5
13201,feature 314,5
13201,feature 312,5
13201,feature 232,5
13201,feature 229,5
13201,feature 309,5
13201,feature 234,5
18209,feature 309,4
18209,feature 314,3
18209,feature 232,5
18209,feature 234,3
18209,feature 229,4
18209,feature 312,5
3746,feature 232,5
3746,feature 309,5
3746,feature 307,1
3746,feature 231,1
3746,feature 227,1
3746,feature 312,5
3746,feature 229,5
3746,feature 234,5
3746,feature 311,1
3746,feature 314,5
10126,feature 232,5
10126,feature 229,5
10126,feature 312,5
10126,feature 309,5
10126,feature 234,5
10126,feature 314,5
10097,feature 309,5
10097,feature 232,5
10097,feature 229,5
10097,feature 314,5
10097,feature 312,5
10097,feature 234,5
15390,feature 234,1
15390,feature 312,1
15390,feature 229,2
15390,feature 309,2
15390,feature 314,1
15390,feature 232,1
14947,feature 229,4
14947,feature 232,5
14947,feature 234,2
14947,feature 312,5
14947,feature 314,2
14947,feature 309,4
8133,feature 309,5
8133,feature 232,5
8133,feature 314,3
8133,feature 229,5
8133,feature 234,3
8133,feature 312,5
16014,feature 314,5
16014,feature 309,5
16014,feature 232,5
16014,feature 229,5
16014,feature 312,5
16014,feature 234,4
18121,feature 229,1
18121,feature 234,1
18121,feature 314,1
18121,feature 309,1
18121,feature 312,1
18121,feature 232,1
13943,feature 232,5
13943,feature 312,5
13943,feature 234,5
13943,feature 229,5
13943,feature 309,5
13943,feature 314,5
11821,feature 234,4
11821,feature 309,5
11821,feature 229,5
11821,feature 232,5
11821,feature 312,5
11821,feature 314,4
1867,feature 312,5
1867,feature 232,5
1867,feature 234,4
1867,feature 314,4
1867,feature 229,5
1867,feature 309,5
3498,feature 314,4
3498,feature 234,4
3498,feature 232,5
3498,feature 309,5
3498,feature 312,5
3498,feature 229,5
12838,feature 234,4
12838,feature 312,5
12838,feature 309,4
12838,feature 229,4
12838,feature 314,4
12838,feature 232,5
3798,feature 314,3
3798,feature 232,4
3798,feature 309,4
3798,feature 312,4
3798,feature 229,4
3798,feature 234,4
5201,feature 229,5
5201,feature 312,5
5201,feature 234,4
5201,feature 309,5
5201,feature 232,5
5201,feature 314,4
16952,feature 234,5
16952,feature 229,5
16952,feature 314,4
16952,feature 312,5
16952,feature 309,5
16952,feature 232,5
9165,feature 309,2
9165,feature 229,2
9165,feature 312,2
9165,feature 234,1
9165,feature 314,1
9165,feature 232,1
16412,feature 232,4
16412,feature 314,5
16412,feature 234,5
16412,feature 312,4
16412,feature 229,4
16412,feature 309,4
15783,feature 229,2
15783,feature 232,2
15783,feature 234,1
15783,feature 314,1
15783,feature 309,2
15783,feature 312,2
4751,feature 234,5
4751,feature 309,5
4751,feature 312,5
4751,feature 229,5
4751,feature 314,5
4751,feature 232,5
6309,feature 229,1
6309,feature 234,2
6309,feature 309,1
6309,feature 314,2
6309,feature 232,1
6309,feature 312,1
18145,feature 314,5
18145,feature 229,5
18145,feature 234,5
18145,feature 309,5
18145,feature 232,5
18145,feature 312,5
14529,feature 314,5
14529,feature 309,5
14529,feature 312,4
14529,feature 229,5
14529,feature 234,5
14529,feature 232,4
8593,feature 232,4
8593,feature 314,5
8593,feature 234,5
8593,feature 309,4
8593,feature 229,4
8593,feature 312,4
6812,feature 229,5
6812,feature 312,4
6812,feature 234,5
6812,feature 314,5
6812,feature 309,5
6812,feature 232,4
1205,feature 314,5
1205,feature 232,4
1205,feature 229,5
1205,feature 309,5
1205,feature 234,5
1205,feature 312,4
16591,feature 234,5
16591,feature 314,5
16591,feature 229,5
16591,feature 309,5
16591,feature 232,5
16591,feature 312,5
4542,feature 309,4
4542,feature 229,4
4542,feature 312,4
4542,feature 314,4
4542,feature 232,4
4542,feature 234,4
7147,feature 232,5
7147,feature 314,5
7147,feature 234,5
7147,feature 229,5
7147,feature 309,5
7147,feature 312,5
15972,feature 234,1
15972,feature 314,1
15972,feature 309,1
1422,feature 312,4
1422,feature 309,5
1422,feature 314,5
1422,feature 232,4
1422,feature 229,5
1422,feature 234,5
12424,feature 309,5
12424,feature 312,5
12424,feature 232,5
12424,feature 234,5
12424,feature 314,5
12424,feature 229,5
17638,feature 232,2
17638,feature 309,1
17638,feature 312,1
17638,feature 229,1
13377,feature 232,4
13377,feature 312,4
13377,feature 309,5
13377,feature 229,5
13377,feature 314,5
13377,feature 234,5
16634,feature 232,5
16634,feature 309,6
16634,feature 312,5
16634,feature 314,5
16634,feature 229,5
16634,feature 234,5
292,feature 309,6
292,feature 234,4
292,feature 312,5
292,feature 314,4
292,feature 232,5
292,feature 229,5
292,feature 316,1
9393,feature 234,5
9393,feature 229,5
9393,feature 309,5
9393,feature 312,5
9393,feature 232,5
9393,feature 314,5
9118,feature 229,5
9118,feature 314,3
9118,feature 232,5
9118,feature 234,3
9118,feature 309,5
9118,feature 312,5
3636,feature 309,6
3636,feature 312,5
3636,feature 234,5
3636,feature 232,5
3636,feature 229,5
3636,feature 314,5
4193,feature 229,5
4193,feature 314,5
4193,feature 234,5
4193,feature 312,5
4193,feature 309,5
4193,feature 232,5
12252,feature 314,5
12252,feature 234,5
12252,feature 229,4
12252,feature 312,4
12252,feature 232,4
12252,feature 309,5
2789,feature 232,4
2789,feature 234,5
2789,feature 314,5
2789,feature 309,5
2789,feature 229,4
2789,feature 312,4
14802,feature 314,1
14802,feature 309,1
14802,feature 234,1
14802,feature 229,1
14802,feature 312,2
14802,feature 232,2
1449,feature 134,1
13367,feature 314,5
13367,feature 229,5
13367,feature 232,5
13367,feature 309,5
13367,feature 234,5
13367,feature 312,5
17574,feature 221,1
17574,feature 134,1
17574,feature 234,5
17574,feature 309,5
17574,feature 312,5
17574,feature 301,1
17574,feature 219,1
17574,feature 314,5
17574,feature 232,4
17574,feature 229,4
13575,feature 229,4
13575,feature 314,5
13575,feature 232,4
13575,feature 312,4
13575,feature 309,5
13575,feature 234,5
6115,feature 229,4
6115,feature 309,5
6115,feature 234,4
6115,feature 301,1
6115,feature 312,4
6115,feature 221,1
6115,feature 314,5
6115,feature 219,1
6115,feature 232,4
17618,feature 234,5
17618,feature 232,4
17618,feature 309,5
17618,feature 314,5
17618,feature 229,4
17618,feature 312,5
6401,feature 234,5
6401,feature 232,4
6401,feature 229,4
6401,feature 312,4
6401,feature 314,5
6401,feature 309,5
5312,feature 229,4
5312,feature 312,5
5312,feature 309,5
5312,feature 314,5
5312,feature 232,4
5312,feature 234,5
8020,feature 232,4
8020,feature 309,5
8020,feature 312,4
8020,feature 234,5
8020,feature 314,5
8020,feature 229,4
15519,feature 232,4
15519,feature 234,4
15519,feature 314,5
15519,feature 312,4
15519,feature 309,4
15519,feature 229,4
3400,feature 229,5
3400,feature 314,5
3400,feature 309,5
3400,feature 234,5
3400,feature 312,5
3400,feature 232,5
17844,feature 312,4
17844,feature 234,5
17844,feature 229,5
17844,feature 314,5
17844,feature 309,5
17844,feature 232,4
6987,feature 234,5
6987,feature 229,5
6987,feature 314,5
6987,feature 232,4
6987,feature 309,5
6987,feature 312,4
9285,feature 232,5
9285,feature 314,5
9285,feature 229,4
9285,feature 309,5
9285,feature 312,5
9285,feature 234,5
11955,feature 309,1
11955,feature 314,1
11955,feature 234,1
18418,feature 309,4
18418,feature 312,4
18418,feature 232,4
18418,feature 314,5
18418,feature 234,4
18418,feature 229,4
16953,feature 312,4
16953,feature 314,5
16953,feature 232,4
16953,feature 309,5
16953,feature 234,4
16953,feature 229,4
5174,feature 309,5
5174,feature 314,5
5174,feature 229,4
5174,feature 234,5
5174,feature 312,4
5174,feature 232,4
13013,feature 307,1
13013,feature 233,1
13013,feature 229,4
13013,feature 309,5
13013,feature 312,4
13013,feature 313,1
13013,feature 232,4
13013,feature 314,5
13013,feature 227,1
13013,feature 234,4
13407,feature 229,3
13407,feature 312,4
13407,feature 232,4
13407,feature 309,5
13407,feature 314,5
13407,feature 234,4
17469,feature 309,5
17469,feature 314,5
17469,feature 232,2
17469,feature 229,5
17469,feature 234,5
17469,feature 312,3
53,feature 221,1
53,feature 309,5
53,feature 312,2
53,feature 301,1
53,feature 232,2
53,feature 219,1
53,feature 229,5
53,feature 234,5
53,feature 134,1
53,feature 314,6
14870,feature 232,1
14870,feature 309,5
14870,feature 314,5
14870,feature 234,5
14870,feature 229,5
14870,feature 312,2
17083,feature 234,5
17083,feature 314,5
17083,feature 229,4
17083,feature 309,5
15747,feature 309,5
15747,feature 232,1
15747,feature 234,5
15747,feature 312,2
15747,feature 314,5
15747,feature 229,5
5745,feature 312,2
5745,feature 232,1
5745,feature 301,1
5745,feature 234,4
5745,feature 314,4
5745,feature 309,4
5745,feature 229,3
11568,feature 312,2
11568,feature 232,2
16827,feature 232,2
16827,feature 312,2
12018,feature 312,3
12018,feature 232,2
8541,feature 232,2
8541,feature 312,3
9842,feature 232,3
9842,feature 312,3
10544,feature 232,2
10544,feature 312,2
10544,feature 181,1
10544,feature 307,1
14396,feature 232,3
14396,feature 312,3
5380,feature 312,2
5380,feature 232,2
9458,feature 232,2
9458,feature 312,2
2873,feature 232,2
2873,feature 312,2
15320,feature 232,1
15320,feature 312,1
5236,feature 312,3
5236,feature 232,3
3460,feature 232,3
3460,feature 312,4
17789,feature 312,2
2466,feature 312,1
6889,feature 312,2
6889,feature 232,2
13048,feature 232,2
13048,feature 312,2
8099,feature 312,1
7381,feature 232,4
7381,feature 312,4
7376,feature 232,2
7376,feature 313,2
7376,feature 307,1
7376,feature 312,2
7376,feature 233,2
7934,feature 232,1
7934,feature 312,2
12979,feature 232,1
12979,feature 312,1
7695,feature 312,3
7695,feature 232,3
8810,feature 232,1
8810,feature 312,1
3114,feature 312,2
3114,feature 232,2
14678,feature 309,5
14678,feature 312,5
14678,feature 232,5
14678,feature 314,5
14678,feature 229,5
14678,feature 234,5
15582,feature 314,1
15582,feature 309,2
15582,feature 232,2
15582,feature 234,1
15582,feature 312,1
15582,feature 229,2
17417,feature 234,5
17417,feature 229,5
17417,feature 232,5
17417,feature 309,5
17417,feature 312,5
17417,feature 314,4
8,feature 232,2
8,feature 309,2
8,feature 229,2
8,feature 314,1
8,feature 312,2
8,feature 234,1
8606,feature 234,5
8606,feature 229,5
8606,feature 312,4
8606,feature 232,5
8606,feature 314,5
8606,feature 309,5
3645,feature 234,1
3645,feature 314,1
3645,feature 309,1
3645,feature 229,1
3645,feature 232,1
3645,feature 312,1
14863,feature 314,5
14863,feature 229,5
14863,feature 309,5
14863,feature 312,5
14863,feature 234,5
14863,feature 232,5
12069,feature 229,1
12069,feature 312,1
12069,feature 232,1
12069,feature 309,1
12069,feature 314,1
12069,feature 234,1
3892,feature 234,5
3892,feature 229,5
3892,feature 312,5
3892,feature 309,5
3892,feature 232,5
3892,feature 314,5
6281,feature 309,2
6281,feature 312,1
6281,feature 234,1
6281,feature 229,2
6281,feature 232,1
6281,feature 314,1
11920,feature 234,4
11920,feature 229,3
11920,feature 232,4
11920,feature 309,3
11920,feature 314,4
11920,feature 312,4
8728,feature 234,1
8728,feature 314,1
8728,feature 309,1
2727,feature 232,4
2727,feature 312,4
6913,feature 232,5
6913,feature 312,5
9572,feature 312,5
9572,feature 232,5
662,feature 232,5
662,feature 312,5
14927,feature 312,4
14927,feature 232,4
1690,feature 312,1
1690,feature 134,1
1690,feature 219,1
1690,feature 232,1
1690,feature 301,1
1690,feature 221,1
9725,feature 312,3
9725,feature 232,3
9325,feature 312,4
9325,feature 232,4
17223,feature 232,4
17223,feature 312,4
10188,feature 312,2
10188,feature 232,2
9605,feature 312,4
9605,feature 232,4
12317,feature 312,3
12317,feature 232,3
13731,feature 219,1
13731,feature 134,1
4463,feature 312,3
4463,feature 232,4
13542,feature 312,4
13542,feature 307,1
13542,feature 219,1
13542,feature 232,4
13542,feature 301,1
13542,feature 134,1
10236,feature 232,4
10236,feature 312,4
16313,feature 312,4
16313,feature 232,4
14444,feature 232,4
14444,feature 312,4
7307,feature 232,4
7307,feature 312,4
5805,feature 232,5
5805,feature 312,5
7437,feature 312,5
7437,feature 232,5
1979,feature 312,4
1979,feature 232,4
8866,feature 312,4
8866,feature 232,3
14945,feature 312,1
14945,feature 232,1
2634,feature 312,3
2634,feature 232,3
2766,feature 232,1
2766,feature 312,1
9212,feature 312,4
9212,feature 232,4
5385,feature 232,4
5385,feature 312,4
5555,feature 232,4
5555,feature 312,4
1414,feature 232,4
1414,feature 312,4
8900,feature 232,4
8900,feature 312,4
17271,feature 312,3
17271,feature 232,3
4116,feature 312,2
4116,feature 232,2
8393,feature 312,4
8393,feature 232,5
18300,feature 312,2
18300,feature 232,2
9447,feature 232,5
9447,feature 312,5
11418,feature 232,5
11418,feature 312,5
8305,feature 232,3
8305,feature 312,3
274,feature 312,5
274,feature 232,5
4393,feature 312,4
4393,feature 232,4
16897,feature 312,5
16897,feature 232,4
8710,feature 232,4
8710,feature 312,4
1021,feature 232,5
1021,feature 312,5
16871,feature 232,3
16871,feature 312,3
6280,feature 312,4
6280,feature 232,4
16397,feature 232,5
16397,feature 312,5
8549,feature 232,4
8549,feature 312,4
11777,feature 312,3
11777,feature 232,3
3720,feature 312,2
3720,feature 232,2
3101,feature 312,4
3101,feature 232,5
7694,feature 232,4
7694,feature 312,4
10194,feature 232,2
10194,feature 312,1
11507,feature 232,2
11507,feature 312,2
10414,feature 312,4
10414,feature 232,4
5152,feature 232,4
5152,feature 312,4
14083,feature 232,4
14083,feature 312,4
14083,feature 307,1
15167,feature 312,4
15167,feature 232,4
1003,feature 232,3
1003,feature 312,3
11695,feature 232,4
11695,feature 312,4
15186,feature 312,4
15186,feature 232,5
13738,feature 312,2
13738,feature 232,2
10853,feature 312,3
10853,feature 232,3
4736,feature 312,4
4736,feature 232,4
12412,feature 312,4
12412,feature 232,4
5664,feature 232,4
5664,feature 312,4
10847,feature 312,4
10847,feature 232,4
5467,feature 232,3
5467,feature 312,3
1115,feature 232,4
1115,feature 312,3
3653,feature 312,4
3653,feature 232,4
13735,feature 312,4
13735,feature 232,4
2775,feature 312,4
2775,feature 232,4
16592,feature 312,4
16592,feature 232,4
10737,feature 312,4
10737,feature 232,4
14756,feature 312,4
14756,feature 232,4
786,feature 312,4
786,feature 232,4
17570,feature 232,4
17570,feature 312,4
2259,feature 312,4
2259,feature 232,4
4456,feature 232,1
4456,feature 312,2
11823,feature 232,4
11823,feature 312,4
2469,feature 232,3
2469,feature 312,1
13259,feature 312,4
13259,feature 232,4
1564,feature 312,4
1564,feature 232,4
14268,feature 312,4
14268,feature 232,4
10620,feature 312,4
10620,feature 232,4
3463,feature 232,3
3463,feature 312,3
15379,feature 232,1
15379,feature 312,1
9273,feature 232,4
9273,feature 312,3
16485,feature 232,4
16485,feature 312,4
8256,feature 232,4
8256,feature 312,4
5031,feature 312,1
5031,feature 232,2
15042,feature 312,4
15042,feature 232,4
3126,feature 232,5
3126,feature 312,4
15051,feature 312,4
15051,feature 232,4
7915,feature 312,4
7915,feature 232,4
6432,feature 232,4
6432,feature 312,3
11665,feature 312,4
11665,feature 232,4
2596,feature 312,4
2596,feature 232,4
8437,feature 312,4
8437,feature 232,4
16730,feature 232,3
16730,feature 312,3
1239,feature 232,4
1239,feature 312,4
11888,feature 232,5
11888,feature 312,4
17076,feature 312,4
17076,feature 232,4
9934,feature 312,3
9934,feature 232,3
4921,feature 312,4
4921,feature 232,5
16840,feature 232,4
16840,feature 312,4
12350,feature 312,3
12350,feature 232,3
15856,feature 232,5
15856,feature 312,4
8904,feature 312,4
8904,feature 232,4
3542,feature 232,5
3542,feature 312,4
12911,feature 232,4
12911,feature 312,4
405,feature 232,4
405,feature 312,4
13566,feature 232,4
13566,feature 312,4
5795,feature 232,4
5795,feature 312,4
10967,feature 312,4
10967,feature 232,4
14480,feature 232,4
14480,feature 312,3
236,feature 232,4
236,feature 312,4
9027,feature 312,5
9027,feature 232,5
11906,feature 307,1
11906,feature 232,4
11906,feature 312,4
6097,feature 232,4
6097,feature 312,4
12558,feature 312,3
12558,feature 232,2
14173,feature 312,1
5293,feature 312,4
5293,feature 232,4
10746,feature 232,2
10746,feature 312,2
4864,feature 232,3
4864,feature 312,3
9346,feature 312,2
9346,feature 232,2
5620,feature 312,4
5620,feature 232,4
8502,feature 312,2
8502,feature 232,1
16383,feature 312,4
16383,feature 232,5
2969,feature 232,2
2969,feature 312,2
4498,feature 312,4
4498,feature 232,4
9830,feature 232,1
9830,feature 312,1
1584,feature 219,1
1584,feature 221,1
1584,feature 301,1
1584,feature 134,1
4523,feature 227,1
4523,feature 232,1
9861,feature 312,1
9861,feature 307,1
1700,feature 312,1
1700,feature 232,1
1700,feature 307,1
2988,feature 219,1
2988,feature 134,1
12033,feature 312,1
12033,feature 232,1
1090,feature 232,1
1090,feature 312,1
9595,feature 312,1
1266,feature 232,1
1266,feature 312,2
14250,feature 232,2
14250,feature 312,2
16936,feature 312,1
16936,feature 307,1
16936,feature 232,1
12897,feature 232,1
12897,feature 312,1
6751,feature 312,1
6751,feature 232,1
12476,feature 219,1
12476,feature 134,1
12476,feature 221,1
12476,feature 301,1
7661,feature 312,2
7661,feature 232,2
10616,feature 312,1
10616,feature 232,1
16180,feature 232,1
16180,feature 312,1
16180,feature 307,1
16180,feature 227,1
18134,feature 301,1
18134,feature 219,1
18134,feature 134,1
6504,feature 312,1
6504,feature 232,1
16172,feature 312,1
16172,feature 232,1
16172,feature 227,1
16172,feature 134,1
16172,feature 181,1
16172,feature 307,1
2203,feature 312,2
2203,feature 307,2
2203,feature 227,1
2203,feature 232,1
3317,feature 312,1
3317,feature 232,1
1959,feature 312,1
14290,feature 134,1
14290,feature 219,1
14290,feature 301,1
14290,feature 221,1
15374,feature 232,2
15374,feature 312,2
2675,feature 312,1
2675,feature 232,1
16207,feature 312,1
16207,feature 219,1
16207,feature 301,1
16207,feature 134,1
16207,feature 307,1
6871,feature 312,3
6871,feature 232,3
9381,feature 307,1
9381,feature 312,1
9381,feature 227,1
9381,feature 181,1
9381,feature 232,1
12705,feature 232,3
12705,feature 312,2
13474,feature 232,2
13474,feature 312,2
10705,feature 232,2
10705,feature 312,2
12760,feature 232,1
12760,feature 312,2
13830,feature 312,2
13830,feature 232,1
4896,feature 160,2
4896,feature 232,1
4896,feature 44,2
4896,feature 220,1
4896,feature 307,2
4896,feature 94,2
4896,feature 211,1
4896,feature 135,2
4896,feature 301,2
4896,feature 312,2
16238,feature 312,1
9697,feature 160,1
9697,feature 94,1
9697,feature 44,2
9697,feature 211,1
3345,feature 312,1
3345,feature 232,1
666,feature 134,1
666,feature 301,1
666,feature 219,1
11409,feature 232,1
11409,feature 312,1
2231,feature 232,2
2231,feature 312,2
4763,feature 205,1
4763,feature 171,2
13025,feature 312,1
13025,feature 232,1
13624,feature 221,1
13624,feature 134,1
13624,feature 301,1
7911,feature 312,2
7911,feature 232,2
6368,feature 232,1
6368,feature 227,1
5061,feature 219,1
5061,feature 134,2
5061,feature 307,1
5061,feature 312,1
10362,feature 312,1
3721,feature 219,1
3721,feature 134,1
3721,feature 301,1
12177,feature 232,1
12177,feature 312,1
931,feature 312,1
931,feature 307,1
2911,feature 94,1
2911,feature 44,1
7475,feature 94,1
7475,feature 44,1
13985,feature 232,1
13985,feature 312,1
6915,feature 221,1
6915,feature 219,1
6915,feature 134,1
6915,feature 301,1
15243,feature 219,1
15243,feature 301,1
15243,feature 134,1
15671,feature 232,1
15671,feature 312,1
4370,feature 219,1
4370,feature 134,1
1154,feature 94,1
1154,feature 160,1
1154,feature 44,1
1154,feature 211,1
8719,feature 232,1
12195,feature 95,1
12195,feature 301,1
12195,feature 312,1
12195,feature 307,1
17928,feature 348,1
17928,feature 275,1
17928,feature 301,1
9385,feature 312,2
9385,feature 232,2
943,feature 312,1
15822,feature 135,1
15822,feature 220,1
9606,feature 301,1
7724,feature 232,1
7724,feature 312,1
7724,feature 301,1
18514,feature 312,1
18514,feature 232,1
1725,feature 301,1
1725,feature 134,1
1725,feature 219,1
7392,feature 232,1
7392,feature 227,1
7392,feature 233,1
7392,feature 307,1
7392,feature 313,1
7392,feature 312,1
7649,feature 134,1
7649,feature 301,1
7430,feature 312,1
7430,feature 232,1
9494,feature 301,1
9494,feature 134,1
9494,feature 219,1
3503,feature 232,1
3503,feature 313,1
3503,feature 312,1
497,feature 307,2
497,feature 227,1
497,feature 312,2
497,feature 232,1
89,feature 131,1
89,feature 130,1
10198,feature 307,1
10198,feature 232,1
10198,feature 227,1
10198,feature 312,1
3068,feature 219,1
3068,feature 134,1
16001,feature 313,1
16001,feature 312,1
16001,feature 233,1
16001,feature 232,1
6810,feature 313,1
6810,feature 307,1
6810,feature 227,1
6810,feature 312,1
6810,feature 232,1
968,feature 219,1
968,feature 301,1
968,feature 134,1
968,feature 221,1
718,feature 312,5
718,feature 44,1
718,feature 232,5
718,feature 67,1
9942,feature 232,4
9942,feature 312,4
13422,feature 312,3
13422,feature 232,3
8660,feature 232,2
8660,feature 312,2
8014,feature 312,2
8014,feature 232,2
6145,feature 312,2
6145,feature 232,2
5390,feature 312,2
5390,feature 232,2
6933,feature 312,3
6933,feature 232,3
17518,feature 232,3
17518,feature 312,3
8340,feature 312,3
8340,feature 232,3
13924,feature 312,5
13924,feature 232,5
18101,feature 232,5
18101,feature 312,5
12632,feature 312,4
12632,feature 232,4
2934,feature 232,3
2934,feature 312,3
12726,feature 232,3
12726,feature 312,3
3578,feature 232,3
3578,feature 312,3
12820,feature 312,4
12820,feature 232,4
8092,feature 312,2
432,feature 312,3
432,feature 232,2
7252,feature 232,3
7252,feature 312,3
5238,feature 312,2
5238,feature 232,2
7587,feature 227,1
7587,feature 307,1
7587,feature 312,2
7587,feature 232,2
11635,feature 312,2
11635,feature 232,1
6953,feature 312,3
6953,feature 232,2
16969,feature 312,2
3513,feature 232,1
3513,feature 312,2
17164,feature 232,1
17164,feature 312,1
6908,feature 312,2
6908,feature 232,2
1792,feature 312,1
6350,feature 219,1
6350,feature 134,1
6350,feature 301,1
4077,feature 312,2
4077,feature 232,2
5331,feature 232,3
5331,feature 312,3
4003,feature 312,2
4003,feature 313,1
4003,feature 232,1
17836,feature 312,1
17836,feature 232,1
11228,feature 232,2
11228,feature 312,2
5596,feature 312,1
5596,feature 232,1
6100,feature 313,1
6100,feature 227,1
6100,feature 312,2
6100,feature 307,2
6100,feature 232,1
6100,feature 233,1
9465,feature 232,1
9465,feature 312,1
9465,feature 131,1
9465,feature 130,1
10915,feature 232,2
10915,feature 312,3
14225,feature 312,1
18259,feature 232,1
18259,feature 312,1
18259,feature 227,1
18259,feature 307,1
12890,feature 312,3
12890,feature 232,3
14330,feature 232,2
14330,feature 312,2
2671,feature 312,3
2671,feature 232,3
10587,feature 232,1
10587,feature 312,1
2901,feature 227,1
2901,feature 301,1
2901,feature 134,1
2901,feature 221,1
2901,feature 307,1
2901,feature 232,1
2901,feature 219,1
2901,feature 312,1
13749,feature 134,1
23,feature 307,1
23,feature 232,1
23,feature 312,1
23,feature 227,1
9616,feature 313,1
9616,feature 227,2
9616,feature 312,1
9616,feature 232,1
9616,feature 233,1
9616,feature 307,2
11638,feature 313,1
11638,feature 312,1
11638,feature 307,1
16358,feature 134,1
16358,feature 219,1
16749,feature 307,1
16749,feature 227,1
16749,feature 312,1
16749,feature 313,1
16749,feature 232,1
7822,feature 232,1
7822,feature 307,1
7822,feature 227,1
7822,feature 312,1
10299,feature 232,1
10299,feature 312,1
10299,feature 307,1
10299,feature 219,1
10299,feature 134,1
10299,feature 227,1
10299,feature 301,1
14587,feature 312,1
17772,feature 237,1
17772,feature 29,1
17772,feature 312,2
17772,feature 307,1
17772,feature 117,1
17772,feature 181,1
17772,feature 233,1
17772,feature 227,1
17772,feature 232,2
17772,feature 313,1
154,feature 312,1
154,feature 232,1
330,feature 232,1
330,feature 313,1
330,feature 307,1
330,feature 312,1
3342,feature 312,1
3342,feature 307,1
14640,feature 301,1
14640,feature 134,1
14640,feature 219,1
11490,feature 134,1
11490,feature 301,1
17327,feature 301,1
17327,feature 134,1
17327,feature 219,1
4780,feature 232,1
4780,feature 312,1
16888,feature 312,1
2762,feature 220,1
2762,feature 135,1
17234,feature 232,1
17234,feature 227,1
10834,feature 171,1
9209,feature 38,1
9209,feature 39,1
9209,feature 132,1
9209,feature 217,1
13050,feature 152,1
13050,feature 39,1
13050,feature 154,1
